dia;peça;Medicao;Temperatura;Colaborador;Defeito?;Nome defeito
6;peca2;9.208084006660743;27.233745378274648;Sófocles;0;-
4;peca1;14.349023074573918;23.538331615633645;Hesiodo;0;-
4;peca1;14.369478931367993;24.834999056027982;Sófocles;0;-
1;peca2;10.97029600776836;20.37867389839982;Homero;1;d1
6;peca2;9.174524968519817;27.069275697456355;Sófocles;0;-
6;peca2;8.866000683314788;26.97586516269127;Homero;0;-
6;peca2;9.09179736346059;27.607636690765762;Homero;0;-
7;peca1;14.89611813367963;26.38880430386784;Sófocles;0;-
1;peca2;10.912422032994064;20.066051250419882;Homero;1;d1
1;peca1;14.131670298884728;20.730965769389723;Sófocles;1;d2
5;peca2;8.93108830255461;27.293889963590534;Hesiodo;0;-
1;peca2;11.051031635784218;18.823404828242847;Hesiodo;1;d1
4;peca2;9.702632511400182;25.729680061954934;Homero;0;-
3;peca2;9.557043143763561;21.186205364939514;Hesiodo;0;-
4;peca2;9.639284718980557;22.449926539992845;Hesiodo;0;-
1;peca2;11.08923729251655;20.931400437536194;Sófocles;1;d1
2;peca1;14.071319212756993;21.979963385821183;Sófocles;1;d2
2;peca2;11.064440752535551;20.30721563701184;Sofocles;1;d2
6;peca1;14.878239495723134;28.839716409213384;Homero;0;-
6;peca2;8.992018555569432;26.5928571339241;Homero;0;-
6;peca1;14.905684188047616;27.080292516195733;Sófocles;0;-
5;peca1;14.902909319177406;27.682283489934235;Hesiodo;0;-
1;peca1;13.953520674628715;20.44613029351037;Hesiodo;1;d1
6;peca1;14.891824552363575;26.842057935119424;Sófocles;0;-
2;peca1;13.935162613030034;19.93286779333773;Sofocles;1;d4
3;peca2;9.501747256233685;24.94314990797993;Sofocles;0;-
2;peca1;14.077064231482387;20.802137032530123;Hesiodo;1;d5
5;peca1;14.939470887890275;28.563662145576448;Homero;0;-
7;peca1;14.896163758987498;26.648801969398242;Homero;0;-
3;peca2;9.824378745932403;23.428477694518914;Homero;0;-
7;peca1;14.878516482255675;27.194450345673715;Homero;0;-
5;peca1;14.880734503076523;27.281375348886897;Homero;0;-
7;peca2;8.943912050992877;26.485369410653327;Sofocles;0;-
6;peca1;14.883462543284224;26.14972183947997;Sofocles;0;-
5;peca1;14.922941959548393;26.381180413427494;Hesiodo;0;-
5;peca2;9.124139986663966;26.012083160169187;Hesiodo;0;-
5;peca2;8.939320513456046;28.23737513728363;Sófocles;0;-
6;peca2;9.057236932259016;26.43177839859086;Sofocles;0;-
1;peca1;14.143477103899684;21.063754731682476;Sofocles;1;d1
4;peca2;9.59530419923964;25.190758491578556;Sofocles;0;-
5;peca1;14.913002150451412;26.807243994111445;Homero;0;-
2;peca1;14.02779291815657;19.482224897088063;Hesiodo;1;d2
4;peca2;9.302618042258572;23.2236656934666;Homero;0;-
1;peca2;11.094027139153962;21.049219050017243;Sofocles;1;d2
3;peca1;14.320354624014563;24.819255697886206;Hesiodo;0;-
4;peca1;14.34807666551251;25.22461081321798;Sófocles;0;-
5;peca1;14.918297073765528;25.30049243865612;Hesiodo;0;-
6;peca1;14.917220760968384;27.364160036291427;Homero;0;-
7;peca1;14.898095647329036;26.815298887445067;Sófocles;0;-
3;peca2;9.493372573615934;21.922089436956043;Sofocles;0;-
2;peca1;14.066775577040856;20.05946111304822;Sófocles;1;d2
3;peca2;9.771066744349417;22.337826510569787;Homero;0;-
1;peca1;14.051643789791285;18.99930119261068;Sófocles;1;d2
1;peca2;11.012844215306693;21.64841884501687;Hesiodo;1;d1
5;peca1;14.887407128140238;26.218326561076804;Homero;0;-
5;peca2;9.10551451738827;28.324166658717743;Sófocles;0;-
5;peca1;14.925886224822776;29.136298596165325;Hesiodo;0;-
1;peca1;14.124055095095096;19.1025068377134;Hesiodo;1;d1
2;peca2;10.97431306164316;21.34335116272358;Sofocles;1;d2
7;peca2;8.875195126478909;27.06609032936318;Sofocles;0;-
4;peca2;9.27463179309291;27.082937708988474;Homero;0;-
3;peca2;9.413107303655554;24.28569229516893;Sófocles;0;-
1;peca2;10.958596421711658;20.612422918149825;Homero;1;d1
4;peca1;14.339806291363438;22.66858624520558;Sófocles;0;-
4;peca1;14.250647950169517;22.947638954747173;Sófocles;0;-
5;peca1;14.89455533246977;26.449244452951973;Sófocles;0;-
6;peca1;14.885691681725724;28.421707934791307;Sofocles;0;-
2;peca1;13.863617958742179;19.791033736233654;Hesiodo;1;d7
3;peca2;9.629347099215753;22.526109150800764;Sofocles;0;-
7;peca2;8.941579134061223;25.62069402682938;Sófocles;0;-
3;peca1;14.294253074213353;26.586868385602827;Sófocles;0;-
3;peca1;14.322115409525606;23.778505348753043;Homero;0;-
2;peca2;11.110479042477634;19.90181214275066;Hesiodo;1;d3
4;peca1;14.309273614263228;23.307656263823393;Sofocles;0;-
7;peca2;8.928691961991976;26.901102255144064;Sófocles;0;-
6;peca2;8.999899482175934;30.31173450377722;Hesiodo;0;-
6;peca2;9.226760221643577;27.928182161028893;Hesiodo;0;-
7;peca2;9.176157816099414;25.789071521469292;Homero;0;-
2;peca1;14.039766086825779;16.46543811089903;Hesiodo;1;d2
5;peca2;9.01864590537056;27.986311656135744;Sófocles;0;-
2;peca2;11.257003271960595;19.930132663272897;Sófocles;1;d2
3;peca2;9.723181049138859;24.512266158978953;Hesiodo;0;-
4;peca1;14.305964060969783;23.027689446970403;Homero;0;-
1;peca1;13.867263854634185;20.458918810782574;Sofocles;1;d1
4;peca2;9.339391602075867;24.401037808909397;Sofocles;0;-
4;peca1;14.280557137237372;26.410782722957418;Homero;0;-
5;peca1;14.904979020913743;28.145381707431852;Hesiodo;0;-
6;peca1;14.903250567415563;27.094032498770915;Sofocles;0;-
2;peca1;13.827592198942833;22.968211955736617;Hesiodo;1;d2
2;peca2;11.176484058491779;20.294355523414477;Homero;1;d2
6;peca1;14.926273593049608;26.013344990321603;Hesiodo;0;-
2;peca2;11.00070794261373;20.18293797815914;Sofocles;1;d3
7;peca2;9.165875458985466;26.912735951899553;Sofocles;0;-
4;peca2;9.476696672567348;24.66967857778102;Hesiodo;0;-
6;peca2;8.914633009294528;26.246925207793083;Hesiodo;0;-
3;peca1;14.334601269885997;23.20464835631016;Hesiodo;1;d9
7;peca1;14.874977927686862;26.711668129446863;Homero;0;-
7;peca1;14.931573287115382;25.254338228341865;Hesiodo;0;-
1;peca1;14.04259778596112;19.781430076918785;Sofocles;1;d1
6;peca1;14.912965592205431;28.726731996469915;Sofocles;0;-
3;peca1;14.301356222530451;24.009301372362987;Sofocles;0;-
6;peca2;8.971322740060588;26.681089309088975;Homero;0;-
2;peca1;14.045424759935223;18.94570860480851;Sofocles;1;d3
1;peca2;11.08814202953816;17.875301718504403;Homero;1;d1
7;peca1;14.930341568683065;27.361496752181782;Hesiodo;0;-
4;peca1;14.340436375472269;24.37769497840304;Sofocles;0;-
2;peca1;14.022543163631287;19.02828381728373;Sófocles;1;d2
1;peca2;11.04122772779332;20.164200347760033;Sofocles;1;d2
3;peca2;9.60020018552216;27.931976311464638;Sofocles;0;-
3;peca2;9.455946802278651;23.350071534495285;Sofocles;0;-
2;peca1;14.062894160065346;17.670446759293334;Sofocles;1;d2
1;peca1;13.926978393844344;19.648496673777544;Hesiodo;1;d1
7;peca2;9.151183391287137;26.87643428038499;Sófocles;0;-
4;peca1;14.35288265385952;24.30271032309615;Sofocles;0;-
3;peca1;14.374316549554452;28.821000354984413;Sofocles;1;d9
1;peca2;11.130027926541297;20.08953666548742;Sofocles;1;d1
4;peca2;9.398303662117632;23.222310166278614;Hesiodo;0;-
2;peca1;14.057057645018459;19.882901249914635;Sófocles;1;d2
6;peca1;14.896757986094196;29.312125873184474;Hesiodo;0;-
1;peca1;14.089616153380843;19.25122960201321;Sofocles;1;d1
4;peca1;14.347677429488407;18.28879029746099;Homero;0;-
1;peca2;11.062298091573766;19.192206362741167;Homero;1;d1
3;peca1;14.31843253118783;25.271640112130555;Sófocles;0;-
6;peca1;14.89073480800536;26.49147560629358;Sofocles;0;-
3;peca2;9.508798169833703;26.502369473404073;Hesiodo;0;-
1;peca1;13.931915170094749;20.84717225117297;Hesiodo;1;d1
2;peca2;11.040968928934742;21.225741475053162;Sófocles;1;d3
7;peca1;14.867731270067125;28.205579192415613;Hesiodo;0;-
3;peca1;14.277573108457434;24.03977281686716;Sófocles;0;-
1;peca1;14.063414021091099;20.777106886945454;Hesiodo;1;d1
5;peca1;14.894986103727575;25.978234614448976;Sófocles;0;-
3;peca2;9.399145829646942;22.74782039818078;Hesiodo;0;-
1;peca2;10.959792431850165;21.754237399532556;Homero;1;d1
3;peca1;14.306924866469002;24.67718127030933;Sófocles;0;-
7;peca1;14.935651070165722;28.34998793338946;Sofocles;0;-
1;peca2;10.99805659269124;20.689510410696673;Hesiodo;1;d1
2;peca1;13.907718177227801;19.290232072142928;Homero;1;d7
7;peca2;9.064823889246863;26.743732104268553;Sofocles;0;-
1;peca1;14.036317230015507;20.564188642823634;Homero;1;d1
4;peca1;14.317931229076313;20.43871893910097;Homero;0;-
5;peca1;14.871346071239358;28.063477281689206;Sofocles;0;-
1;peca1;13.797284604368889;19.41526711500659;Sófocles;1;d1
4;peca1;14.288835559763708;23.414297586397264;Sófocles;0;-
5;peca1;14.886916985131533;26.508431803845273;Sofocles;0;-
7;peca2;9.051693155275798;26.07279764012564;Sofocles;0;-
6;peca1;14.869895376109797;27.712830393932744;Sofocles;0;-
5;peca1;14.925045187581803;27.174366098503537;Sófocles;0;-
3;peca2;9.274336092136222;22.574069189410288;Sofocles;1;d8
6;peca1;14.903593833321393;27.922476493310374;Sófocles;0;-
5;peca1;14.87571630883234;27.700417118603298;Homero;0;-
6;peca1;14.892983667187988;27.541107784187766;Hesiodo;0;-
4;peca2;9.336895810232328;22.044167639830277;Homero;0;-
6;peca2;8.85204445387965;27.032269384552727;Sofocles;0;-
3;peca2;9.320995738202468;22.06569465167866;Sófocles;0;-
6;peca1;14.873381117976953;27.97728489230297;Sofocles;0;-
2;peca1;13.957511325171703;22.011646616803873;Sófocles;1;d3
2;peca2;10.872678557639556;21.65961810571939;Homero;1;d2
3;peca2;9.71422675379171;23.55493518635925;Hesiodo;0;-
6;peca1;14.90376495608358;26.967566427209942;Hesiodo;0;-
6;peca2;8.984474973024993;27.20762418422757;Sófocles;0;-
7;peca2;8.966915228599417;28.153185503844647;Sófocles;0;-
7;peca1;14.899913051312314;24.72822625630256;Hesiodo;0;-
7;peca2;9.008032999404081;28.4527689909469;Sofocles;0;-
6;peca1;14.88764903766005;25.97837149199512;Homero;0;-
5;peca1;14.894825004474466;28.538433827404564;Sofocles;0;-
5;peca1;14.892430671872885;27.022409830416375;Sofocles;0;-
5;peca2;9.010665570118547;26.32770401325132;Sofocles;0;-
6;peca2;8.965503047841365;25.85179736323417;Hesiodo;0;-
3;peca2;9.415461571644059;27.87609304867979;Hesiodo;0;-
5;peca2;9.061344907811316;28.308886153777735;Hesiodo;0;-
6;peca1;14.899857620044276;27.505463217462843;Sófocles;0;-
3;peca1;14.342540418556572;27.716907207292913;Hesiodo;0;-
6;peca1;14.869905641199734;25.89725427649436;Sófocles;0;-
3;peca2;9.619969034740981;24.145694766004354;Sófocles;0;-
1;peca2;11.13926478298665;19.812194268554894;Sófocles;1;d1
5;peca1;14.92602482294085;26.127558173028007;Sofocles;0;-
5;peca2;9.015014758901392;26.44742492823894;Sofocles;0;-
5;peca1;14.904140596361945;26.690598758311097;Sofocles;0;-
7;peca1;14.877502467684193;27.09760374104473;Sofocles;0;-
1;peca2;11.03204059518079;19.290887040328776;Sófocles;1;d1
3;peca2;9.680309571853732;20.65721676647072;Sófocles;1;d8
2;peca1;14.035183559473653;20.72060885464616;Homero;1;d5
4;peca1;14.272254121379259;24.690381529114198;Sofocles;0;-
5;peca1;14.89328392176028;25.246464743137967;Sofocles;0;-
2;peca2;11.101137228702484;19.21425743558879;Sófocles;1;d2
4;peca1;14.297778208120661;20.647136997925458;Hesiodo;0;-
2;peca2;10.948369815347462;20.125085045850785;Homero;1;d4
1;peca2;11.047663920316609;20.285339701717696;Hesiodo;1;d1
1;peca2;11.018618343739142;21.25893463308612;Hesiodo;1;d2
5;peca1;14.868493585520053;27.56419863475802;Sófocles;0;-
4;peca2;9.275184777971669;28.53214309462354;Hesiodo;0;-
3;peca1;14.260977787525217;25.44115978345824;Hesiodo;0;-
7;peca1;14.915377370647485;28.474655546851682;Hesiodo;0;-
7;peca1;14.918066094784358;25.501541966764123;Sófocles;0;-
6;peca1;14.915171521116722;27.720994177817722;Sófocles;0;-
4;peca2;9.445002577761507;26.662595855085783;Sofocles;0;-
6;peca2;8.949373388268826;27.32862766029232;Sofocles;0;-
4;peca1;14.28393859323996;24.295909583582866;Sófocles;0;-
2;peca1;14.111188461999058;18.62646569335343;Hesiodo;1;d5
1;peca1;13.879046603607366;20.089609316387023;Sófocles;1;d1
7;peca2;9.013122495063692;25.554930873398156;Sofocles;0;-
5;peca2;9.01850209953225;27.251724578449817;Sofocles;0;-
7;peca1;14.870770841434146;27.211167368590342;Sófocles;0;-
1;peca2;11.103528379900203;20.76532194841437;Homero;1;d2
4;peca2;9.435246552774796;21.82859534912907;Sófocles;0;-
4;peca2;9.787053506348753;23.037358461665573;Homero;0;-
4;peca1;14.257933238639657;24.150572452272158;Hesiodo;0;-
5;peca2;8.965710040184415;27.068848705684545;Hesiodo;0;-
2;peca1;13.883241260043553;20.309833569749518;Sófocles;1;d3
3;peca1;14.31010851042425;22.482358941461644;Sófocles;0;-
7;peca2;9.099870115788441;27.14614395639838;Sófocles;0;-
3;peca1;14.372467665039105;21.55724449999377;Hesiodo;0;-
1;peca2;11.169761667328558;20.129072031328537;Homero;1;d1
2;peca1;14.121143145667602;21.265391587882693;Sofocles;1;d5
1;peca2;11.098961870203212;19.8693492995194;Hesiodo;1;d1
6;peca1;14.842491511512002;27.04103295855562;Hesiodo;0;-
2;peca2;11.017790327261654;19.45445475666221;Homero;1;d5
2;peca2;11.052420968176007;20.774494469081926;Homero;1;d2
1;peca2;10.93106725336554;18.81496872306027;Sófocles;1;d2
1;peca1;14.035627873140825;19.426035249079103;Sófocles;1;d1
5;peca1;14.897758541665532;26.93136165302094;Homero;0;-
4;peca1;14.307360705472266;25.806378484453006;Homero;0;-
4;peca2;9.76796547492158;25.268862337210642;Sofocles;0;-
4;peca2;9.321182416933809;25.159261347292507;Sofocles;0;-
6;peca2;8.816833833075805;26.264200567589434;Homero;0;-
4;peca2;9.208182367208828;25.167775260958432;Hesiodo;0;-
3;peca2;9.416345739932376;19.317696698759725;Hesiodo;0;-
2;peca1;13.909579662500478;21.100356771150505;Sofocles;1;d2
7;peca1;14.920515706590322;26.866222093766456;Hesiodo;0;-
6;peca2;8.932101027405306;27.23655115231204;Hesiodo;0;-
6;peca2;8.944967912107042;24.939225144336863;Sófocles;0;-
2;peca2;11.014286166918183;19.62104076931445;Sofocles;1;d2
5;peca2;8.854204210778523;26.114334769024882;Homero;0;-
1;peca1;14.154754271495383;20.217274906801947;Hesiodo;1;d1
1;peca2;11.086459910817881;19.442615839615307;Sófocles;1;d1
3;peca2;9.317074880448752;24.236250678857928;Sofocles;1;d9
7;peca1;14.929975246962963;25.632391211555632;Sofocles;0;-
7;peca1;14.863041176689146;28.362269614622964;Sófocles;0;-
6;peca1;14.934739495727797;26.541947786003895;Sofocles;0;-
5;peca2;8.763413905150665;28.377350071997085;Sofocles;0;-
6;peca1;14.921186487375586;27.106656460154717;Homero;0;-
5;peca2;9.098957757603413;26.042282937631768;Homero;0;-
6;peca1;14.919549212277778;25.708925128331582;Sofocles;0;-
7;peca2;9.019633390996711;26.750197046863175;Homero;0;-
2;peca1;13.938187262526126;19.483024773380414;Hesiodo;1;d2
3;peca1;14.394558131231772;22.17191610138388;Hesiodo;0;-
2;peca2;10.875836729518547;20.56559901416771;Sófocles;1;d2
4;peca2;9.731780172834593;23.487071631675647;Hesiodo;0;-
1;peca2;11.017011339964496;20.277051183666988;Sófocles;1;d1
2;peca1;13.909525648046573;20.99081172052909;Sófocles;1;d3
7;peca2;8.950688001530894;29.006436982521727;Sófocles;0;-
5;peca2;9.038898442082093;27.260785001443363;Homero;0;-
4;peca2;9.625250630769855;24.45099952711023;Hesiodo;0;-
6;peca2;9.10592237562094;27.04554604837353;Sofocles;0;-
7;peca1;14.928425915403224;27.572576770870583;Homero;0;-
2;peca1;14.0398540124071;20.174506230591003;Hesiodo;1;d2
3;peca1;14.219046356062623;21.84206285481894;Hesiodo;0;-
2;peca1;13.885229318455574;19.63594820067938;Sofocles;1;d5
6;peca1;14.871330606546405;28.148417792270653;Hesiodo;0;-
3;peca2;9.590861955988169;22.179981653249857;Homero;0;-
3;peca2;9.491739671483453;21.75728246445305;Homero;0;-
3;peca2;8.93872403907469;20.67900283898128;Homero;0;-
4;peca2;9.696161021452912;23.129713144159652;Hesiodo;0;-
7;peca1;14.911332525088486;26.75018255442607;Homero;0;-
2;peca2;10.960603113078466;19.87306626300586;Sófocles;1;d2
1;peca2;11.030942075608248;22.393046610870908;Sófocles;1;d1
2;peca1;14.047771689926886;17.179661552665248;Sófocles;1;d2
7;peca1;14.889782594221252;26.158179348572514;Sófocles;0;-
3;peca2;9.347200789632211;24.38870053059988;Sofocles;0;-
7;peca2;9.019465041182773;26.785252543779773;Sófocles;0;-
7;peca2;9.029557871728041;25.138634833203305;Homero;0;-
5;peca1;14.907208531399045;27.945946720736195;Hesiodo;0;-
3;peca1;14.221055564108095;24.95494956599152;Sofocles;0;-
6;peca2;9.067059413888812;26.882524027091037;Hesiodo;0;-
2;peca1;13.990441178039564;18.76168855703583;Sófocles;1;d5
1;peca1;14.033506795312663;21.062909338980152;Sofocles;1;d2
6;peca1;14.887807686520915;26.211108015001464;Sófocles;0;-
7;peca2;9.059158704255195;28.433305029758337;Hesiodo;0;-
3;peca1;14.280750343615598;22.46979959527361;Hesiodo;0;-
5;peca1;14.861002043651924;25.837682114509263;Homero;0;-
1;peca2;10.902641594011776;20.333608184955043;Sofocles;1;d1
3;peca2;9.837942614573432;25.01292283362969;Homero;1;d9
2;peca1;14.068475208362054;19.16174679028854;Sófocles;1;d2
1;peca2;11.124159042186196;20.667742879280645;Sófocles;1;d1
2;peca2;11.004788065478177;17.71596931987484;Sófocles;1;d2
6;peca1;14.904355066992112;27.754873813242813;Homero;0;-
3;peca2;9.57532948588121;22.944114200638843;Homero;0;-
4;peca2;9.579405249449263;24.247310584570315;Sófocles;0;-
2;peca1;13.805398844520154;19.92021154090083;Sofocles;1;d2
7;peca2;9.068922731590995;27.00465825293922;Sofocles;0;-
6;peca2;8.990195550551354;27.052246613570915;Hesiodo;0;-
4;peca2;9.32926710049123;23.68710480311039;Sófocles;0;-
3;peca2;9.612707959168818;21.937763184768325;Hesiodo;0;-
4;peca2;9.607010807423025;25.663537730525483;Homero;0;-
3;peca1;14.32408051418183;21.67334450931056;Sófocles;0;-
7;peca2;9.024260342957657;26.560676795918248;Hesiodo;0;-
6;peca2;8.784019715232178;25.521273806500343;Hesiodo;0;-
1;peca2;11.075163531039319;19.703739020322097;Sófocles;1;d1
5;peca2;8.945554371264556;27.599497336643633;Sófocles;0;-
2;peca1;13.989518397297697;19.34916810259966;Sófocles;1;d2
3;peca2;9.58386564436895;21.61813715961777;Homero;0;-
5;peca2;8.939988024108969;28.84296229220687;Sofocles;0;-
4;peca2;9.533075898363421;22.8873525847376;Sofocles;0;-
5;peca2;9.052090704648755;26.999184713661904;Sofocles;0;-
2;peca2;11.13833003233969;20.305450443105237;Homero;1;d7
1;peca2;10.872194640435058;19.954367293827843;Sofocles;1;d1
1;peca1;14.101264479074427;18.904603355542573;Sofocles;1;d1
4;peca2;9.698479671610649;24.522058752443908;Sofocles;0;-
3;peca1;14.29726098068664;22.7046309989807;Sófocles;1;d8
1;peca2;11.21268607452703;19.863358287576315;Sófocles;1;d1
1;peca1;13.801090557267772;19.711762526341843;Sófocles;1;d1
1;peca1;13.974948231333993;19.221861257371053;Sofocles;1;d1
5;peca1;14.921909631165512;27.190265653931668;Homero;0;-
5;peca2;8.8848690696687;26.238512264427897;Sófocles;0;-
5;peca1;14.880127976743607;27.460784509260673;Sófocles;0;-
5;peca1;14.904690567590716;28.330001585458273;Hesiodo;0;-
6;peca1;14.899442215866545;28.599454418686072;Sófocles;0;-
7;peca2;9.263827234607025;26.36206496165709;Hesiodo;0;-
4;peca1;14.340587195082326;23.279830039762206;Homero;0;-
2;peca2;11.001220841628532;20.728604466948006;Sofocles;1;d2
3;peca1;14.307310817907425;26.66890702359354;Homero;0;-
4;peca2;9.19693017411075;25.702273579150834;Sofocles;0;-
3;peca2;9.215373874857299;25.060369221343045;Sófocles;1;d8
2;peca1;13.841066705062872;17.401676954253535;Hesiodo;1;d2
5;peca1;14.899488131522714;26.873627190861317;Sófocles;0;-
5;peca1;14.903060106049077;28.46723790932069;Sófocles;0;-
6;peca1;14.890601473033879;27.983910229332096;Sófocles;0;-
2;peca2;10.880050222577616;19.361578066202927;Sófocles;1;d3
4;peca2;9.757468276503138;23.36239334120757;Homero;0;-
4;peca2;9.40982139209704;20.997788962299307;Sofocles;0;-
2;peca1;13.824658718626305;21.035454438991028;Hesiodo;1;d7
1;peca2;10.947198163401055;19.516201166836556;Homero;1;d1
5;peca1;14.865513821192001;26.313715739331325;Hesiodo;0;-
2;peca1;13.952625551500546;20.55784220666764;Hesiodo;1;d2
7;peca1;14.884959449325851;26.649562149028878;Sofocles;0;-
7;peca2;8.99500317380513;27.35670428588083;Sofocles;0;-
7;peca1;14.903401567535898;26.756260320942438;Sófocles;0;-
6;peca1;14.862090704769285;27.77107143286459;Sófocles;0;-
6;peca2;9.023309301701536;26.98240268470266;Sófocles;0;-
5;peca2;8.78186751102049;28.233570866562975;Homero;0;-
5;peca2;9.190751702159245;27.014528575455575;Sofocles;0;-
6;peca1;14.935910605263233;26.419854518464195;Sofocles;0;-
3;peca2;9.670122218718324;21.932680663041637;Sófocles;0;-
7;peca1;14.895008645065792;28.79768642292472;Homero;0;-
6;peca2;9.191127311650623;25.547929884042887;Sófocles;0;-
7;peca1;14.890312137168968;28.826690670706945;Sófocles;0;-
4;peca2;9.541886333260853;26.961594866290024;Homero;0;-
4;peca2;9.27817349591504;22.160840964853694;Homero;0;-
5;peca1;14.89443707679157;26.885917294738693;Homero;0;-
4;peca2;9.430267233770294;24.789254014425705;Hesiodo;0;-
5;peca1;14.925535953333307;27.904689283160696;Hesiodo;0;-
2;peca2;10.860996636726647;20.658002635988993;Sófocles;1;d2
3;peca1;14.256031060205574;23.93698422380479;Sofocles;0;-
4;peca2;9.746424971199403;22.46739716695489;Sófocles;0;-
2;peca2;11.284343782706506;18.895513598781875;Sófocles;1;d2
6;peca1;14.906413018656993;26.010843276260285;Sofocles;0;-
3;peca1;14.304816604541765;22.366282058236468;Hesiodo;0;-
